2016053021001004070282646993	,1101101127427101    	,2016-05-30 19:32:28 ,2016-05-30 19:32:29 ,2016-05-30 19:32:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海喜士多便利连锁有限公司   ,C-Store 中山西门市 消费    ,7.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016053021001004070249463079	,20073455            	,2016-05-30 19:00:54 ,2016-05-30 19:00:54 ,2016-05-30 19:00:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,鼎香帅（上海）餐饮企业管理有限公司,光启店                 ,16.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016053021001004070287711046	,SXA1O3054679766     	,2016-05-30 08:43:17 ,2016-05-30 08:43:18 ,2016-05-30 08:43:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海福满家便利有限公司     ,全家购物                ,3.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016052921001001070250144723	,T200P1587623147955572	,2016-05-29 09:20:18 ,2016-05-29 09:20:23 ,2016-05-30 10:26:22 ,淘宝        ,支付宝担保交易         ,丰纬信数码专营店        ,台式机键盘膜电脑卡通彩色透明通用型键盘套 键盘防尘保护贴膜(积分代付0.03),9.87    ,支出      ,等待确认收货  ,0.00     ,0.00     ,                    ,已支出      ,
2016052921001001070255596220	,T200P1586735151735572	,2016-05-29 09:17:34 ,                    ,2016-06-01 09:17:42 ,淘宝        ,支付宝担保交易         ,丰纬信数码专营店        ,台式机键盘膜电脑卡通彩色透明通用型键盘套 键盘防尘保护贴膜,9.90    ,        ,交易关闭    ,0.00     ,0.00     ,                    ,         ,
2016052721001004070249089440	,60510011160527224406	,2016-05-27 22:44:19 ,2016-05-27 22:44:20 ,2016-05-27 22:44:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海邻家超市有限公司      ,中潭路店                ,82.70   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20160524200040011100070070394534	,20160524796872151547593193643740	,2016-05-24 22:05:14 ,2016-05-24 22:05:17 ,2016-05-24 22:05:17 ,支付宝网站     ,即时到账交易          ,[b64]5L+eKOmHkeS/nik=[/b64],转账                  ,201.00  ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20160521200040011100070068573443	,20160521105644731630676731062938	,2016-05-21 17:59:07 ,2016-05-21 17:59:11 ,2016-05-21 17:59:11 ,支付宝网站     ,即时到账交易          ,[b64]6Zuq5bGx6aOe54uQKCrlm73lhbUp[/b64],转账                  ,40.80   ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2016052021001004070224030582	,201508310024424220160520193305310	,2016-05-20 19:33:06 ,2016-05-20 19:33:06 ,2016-05-20 19:33:06 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海红唇餐饮管理有限公司    ,红唇上海光启城             ,48.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016052021001004070217991533	,201508310024424220160520193234309	,2016-05-20 19:32:34 ,2016-05-20 19:32:35 ,2016-05-20 19:32:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海红唇餐饮管理有限公司    ,红唇上海光启城             ,25.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016052021001004070220863762	,19683523            	,2016-05-20 19:06:46 ,2016-05-20 19:06:47 ,2016-05-20 19:06:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,鼎香帅（上海）餐饮企业管理有限公司,光启店                 ,16.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016051921001004070219256174	,201605199871410255  	,2016-05-19 21:41:08 ,2016-05-19 21:41:19 ,2016-05-19 21:41:19 ,淘宝        ,即时到账交易          ,阿里云计算有限公司       ,充值:阿里云服务购买，业务交易号:D20163W1O7X15098,45.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016051921001004070214183777	,M2016051948225907   	,2016-05-19 20:41:35 ,2016-05-19 20:41:36 ,2016-05-19 20:41:36 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,262.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016051821001004070219215304	,20160518f752b3df10544606b01325f5bdfbdbd920160518317965412	,2016-05-18 12:33:30 ,2016-05-18 12:33:30 ,2016-05-18 12:33:30 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,吴坚              ,双鱼快捷中式快餐消费          ,14.25   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20160516200040011100510063938471	,20160516349403998856609908834982	,2016-05-16 17:48:55 ,2016-05-16 17:49:02 ,2016-05-16 17:49:02 ,支付宝网站     ,即时到账交易          ,[b64]5rmu[/b64] ,转账                  ,500.00  ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
2016051621001004070297262803	,20160516ed537fbd188944c28b6a81976df364a520160516800716536	,2016-05-16 12:06:40 ,2016-05-16 12:06:41 ,2016-05-16 12:06:41 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,吴坚              ,双鱼快捷中式快餐消费          ,17.10   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20160516200040011100070065134888	,                    	,2016-05-16 09:47:25 ,2016-05-16 09:47:29 ,2016-05-16 09:51:34 ,支付宝网站     ,即时到账交易          ,褚魁              ,转账到银行卡-转账           ,3086.17 ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2016051421001004070292320858	,816051401205320     	,2016-05-14 20:19:31 ,2016-05-14 20:19:32 ,2016-05-14 20:19:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海速堡餐饮有限公司      ,外婆家百联徐汇店（上海）支付005914,142.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016051421001004070297722535	,SXA1O2465281366     	,2016-05-14 17:23:00 ,2016-05-14 17:23:00 ,2016-05-14 17:23:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海福满家便利有限公司     ,全家购物                ,3.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016051221001004070271270108	,133120160512192003739P0001752016-05-121	,2016-05-12 19:20:07 ,2016-05-12 19:20:07 ,2016-05-12 19:20:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,五芳斋餐饮有限公司       ,上海钦州北路店             ,60.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20160512200040011100070063215888	,20160512380639003469192489106568	,2016-05-12 18:12:52 ,2016-05-12 18:12:56 ,2016-05-12 18:12:56 ,支付宝网站     ,即时到账交易          ,[b64]5YabKOm7hOWGmyk=[/b64],转账                  ,500.00  ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20160510200040011100600062193061	,20160510867727219955214531243662	,2016-05-10 19:17:46 ,2016-05-10 19:17:52 ,2016-05-10 19:17:52 ,支付宝网站     ,即时到账交易          ,[b64]5L+e[/b64] ,转账                  ,95.00   ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
2016051021001004070276371468	,101285001691160510191703	,2016-05-10 19:17:15 ,2016-05-10 19:17:16 ,2016-05-10 19:17:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海丸初餐饮管理有限公司    ,支付宝条码支付             ,95.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20160510200040011100600062163564	,20160510685335356766102334587536	,2016-05-10 18:40:25 ,2016-05-10 18:40:28 ,2016-05-10 18:40:28 ,支付宝网站     ,即时到账交易          ,[b64]5L+e[/b64] ,转账                  ,100.00  ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
20160510200040011100070062076653	,                    	,2016-05-10 17:54:04 ,2016-05-10 17:54:09 ,2016-05-10 17:55:23 ,支付宝网站     ,即时到账交易          ,褚魁              ,转账到银行卡-转账           ,1125.48 ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20160510200040011100070062020680	,                    	,2016-05-10 17:53:34 ,2016-05-10 17:53:41 ,2016-05-10 17:54:54 ,支付宝网站     ,即时到账交易          ,褚魁              ,转账到银行卡-转账           ,10000.00,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20160510200040011100070062086369	,                    	,2016-05-10 17:53:02 ,2016-05-10 17:53:05 ,2016-05-10 17:54:24 ,支付宝网站     ,即时到账交易          ,褚魁              ,转账到银行卡-转账           ,5000.00 ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2016051009020848070010094519	,                    	,2016-05-10 14:19:16 ,2016-05-10 14:19:17 ,2016-05-10 14:19:17 ,支付宝网站     ,即时到账交易          ,蚂蚁花呗            ,自动还款-花呗2016年05月账单   ,11.62   ,        ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2016051021001004070272631668	,20160510b18bc92c0c8c4de5a084e2c72377f70f20160510142301929	,2016-05-10 12:09:54 ,2016-05-10 12:09:55 ,2016-05-10 12:09:55 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,吴坚              ,双鱼快捷中式快餐消费          ,19.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016050921001004070264843761	,40021048686980269784	,2016-05-09 19:14:07 ,2016-05-09 19:14:07 ,2016-05-09 19:14:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海朋利来餐饮管理有限公司   ,小杨生煎上海光启城店          ,36.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20160508200040011100040060270504	,20160508389175963115919120939335	,2016-05-08 10:50:54 ,2016-05-08 10:50:59 ,2016-05-08 10:50:59 ,支付宝网站     ,即时到账交易          ,[b64]emM=[/b64] ,转账                  ,200.00  ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
20160506200040011100070059990543	,20160506852730892064779147636648	,2016-05-06 22:28:22 ,2016-05-06 22:28:26 ,2016-05-06 22:28:26 ,支付宝网站     ,即时到账交易          ,[b64]5L+eKOmHkeS/nik=[/b64],转账                  ,189.00  ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2016050521001001070248795765_1557652263225572	,T200P1557652263195572	,2016-05-06 13:45:22 ,                    ,2016-05-06 13:45:22 ,淘宝        ,支付宝担保交易         ,瑞悉数码专营店         ,退款-树莓派外壳 raspberry pi case 红白色 树莓派2B和B+通用 等多件,16.00   ,收入      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2016050521001001070248795765_1557652263215572	,T200P1557652263195572	,2016-05-06 13:45:14 ,                    ,2016-05-06 13:45:14 ,淘宝        ,支付宝担保交易         ,瑞悉数码专营店         ,退款-树莓派外壳 raspberry pi case 红白色 树莓派2B和B+通用 等多件,259.00  ,收入      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2016050521001001070248795765_1557652263205572	,T200P1557652263195572	,2016-05-06 13:44:53 ,                    ,2016-05-06 13:44:53 ,淘宝        ,支付宝担保交易         ,瑞悉数码专营店         ,退款-树莓派外壳 raspberry pi case 红白色 树莓派2B和B+通用 等多件,27.00   ,收入      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2016050521001001070255296494_1558957361535572	,T200P1558957361535572	,2016-05-05 23:51:24 ,                    ,2016-05-05 23:51:24 ,淘宝        ,支付宝担保交易         ,三基阁数码店          ,退款-树莓派3代B CPU1.2G 1G内存 Raspberry Pi 送使用手册 WIFI 蓝牙,232.99  ,收入      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2016050521001001070250184082	,T200P1558956567405572	,2016-05-05 23:50:23 ,2016-05-05 23:50:42 ,2016-05-16 11:19:17 ,淘宝        ,支付宝担保交易         ,三基阁数码店          ,树莓派3代B CPU1.2G 1G内存 Raspberry Pi 送使用手册 WIFI 蓝牙 等多件,239.98  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016050521001001070255296494	,T200P1558957361535572	,2016-05-05 23:47:53 ,2016-05-05 23:48:08 ,2016-05-05 23:51:24 ,淘宝        ,支付宝担保交易         ,三基阁数码店          ,树莓派3代B CPU1.2G 1G内存 Raspberry Pi 送使用手册 WIFI 蓝牙,232.99  ,支出      ,交易关闭    ,0.00     ,0.00     ,                    ,已支出      ,
20160505200040011100600059523484	,20160505436974402542725403651456	,2016-05-05 21:58:01 ,2016-05-05 21:58:04 ,2016-05-05 21:58:04 ,支付宝网站     ,即时到账交易          ,[b64]5L+e[/b64] ,转账                  ,40.00   ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
2016050521001001070248795765	,T200P1557652263195572	,2016-05-05 19:17:13 ,2016-05-05 19:17:32 ,2016-05-06 13:45:21 ,淘宝        ,支付宝担保交易         ,瑞悉数码专营店         ,树莓派外壳 raspberry pi case 红白色 树莓派2B和B+通用 等多件,302.00  ,支出      ,交易关闭    ,0.00     ,0.00     ,                    ,已支出      ,
20160504200040011100070058625825	,146234758570438     	,2016-05-04 15:39:45 ,2016-05-04 15:39:46 ,2016-05-04 15:41:02 ,支付宝网站     ,即时到账交易          ,招商银行            ,提现-快速提现             ,40.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20160504110070001502030013181838	,                    	,2016-05-04 15:08:46 ,2016-05-04 15:08:46 ,2016-05-04 15:08:46 ,支付宝网站     ,即时到账交易          ,微梦创科网络科技（中国）有限公司,提现                  ,2.29    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2016050321001004070241416022_20160504000000022000000038710868	,2341861827-0354014401	,2016-05-04 09:11:33 ,                    ,2016-05-04 09:11:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海华程西南国际旅行社有限公司 ,退款-武昌－上海南 单程        ,307.50  ,收入      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2016050321001004070241416022	,2341861827-0354014401	,2016-05-03 21:38:08 ,2016-05-03 21:38:09 ,2016-05-04 09:11:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海华程西南国际旅行社有限公司 ,武昌－上海南 单程           ,307.50  ,支出      ,交易关闭    ,0.00     ,0.00     ,                    ,已支出      ,
2016050321001004070245147481	,M2016050300555215   	,2016-05-03 20:38:00 ,2016-05-03 20:38:01 ,2016-05-03 20:38:01 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,257.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20160502200040011100070057377146	,20160502926830199744315550390953	,2016-05-02 11:37:09 ,2016-05-02 11:37:12 ,2016-05-02 11:37:12 ,支付宝网站     ,即时到账交易          ,[b64]5YabKOm7hOWGmyk=[/b64],转账                  ,800.00  ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20160502200040011100070057351638	,20160502467758871230088826460147	,2016-05-02 10:42:58 ,2016-05-02 10:43:02 ,2016-05-02 10:43:02 ,支付宝网站     ,即时到账交易          ,[b64]5YabKOm7hOWGmyk=[/b64],转账                  ,200.00  ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20160502200040011100750058468955	,20160502599666258255383384555278	,2016-05-02 09:31:55 ,2016-05-02 09:32:04 ,2016-05-02 09:32:04 ,支付宝网站     ,即时到账交易          ,[b64]5Yab[/b64] ,转账                  ,1000.00 ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
20160501200040011100070056945048	,20160501256721876760906680715782	,2016-05-01 13:03:29 ,2016-05-01 13:03:32 ,2016-05-01 13:03:32 ,支付宝网站     ,即时到账交易          ,[b64]5YabKOm7hOWGmyk=[/b64],转账                  ,200.00  ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2016043021001001070233191834	,T100P1550497216565572	,2016-04-30 18:00:54 ,                    ,2016-05-01 18:01:01 ,淘宝        ,支付宝担保交易         ,中科畅连充值专营店       ,186-2703-2049 自动充值 湖北联通50元手机话费快充 联通充值 联通话费,49.98   ,        ,交易关闭    ,0.00     ,0.00     ,                    ,         ,
2016043021001001070233517936	,T100P1549125075715572	,2016-04-30 18:00:35 ,2016-04-30 18:00:41 ,2016-04-30 18:00:47 ,淘宝        ,支付宝担保交易         ,德慈话费充值专营店       ,186-2703-2049 湖北联通100元 官方空充 自动充值 即时到帐  话费充值 秒充快充,99.97   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20160429200040011100070056239972	,20160429457977422417526393967782	,2016-04-29 22:06:40 ,2016-04-29 22:06:46 ,2016-04-29 22:06:46 ,支付宝网站     ,即时到账交易          ,[b64]5L+eKOmHkeS/nik=[/b64],转账                  ,120.00  ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20160429200040011100070056033224	,                    	,2016-04-29 16:56:38 ,2016-04-29 16:56:43 ,2016-04-29 17:01:05 ,支付宝网站     ,即时到账交易          ,褚魁              ,转账到银行卡-转账           ,200.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2016042721001004070229563593	,66EC384314194487A34A779ABFE356C620160427483424862	,2016-04-27 12:41:03 ,2016-04-27 12:41:04 ,2016-04-27 12:41:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,吴坚              ,口碑商家交易              ,17.10   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20160426200040011100070054459805	,20160426013742750185418447546408	,2016-04-26 21:25:09 ,2016-04-26 21:25:14 ,2016-04-26 21:25:14 ,支付宝网站     ,即时到账交易          ,[b64]5L+eKOmHkeS/nik=[/b64],转账                  ,100.00  ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20160426200040011100070054349008	,20160426455175066335531538894684	,2016-04-26 18:29:56 ,2016-04-26 18:29:59 ,2016-04-26 18:29:59 ,支付宝网站     ,即时到账交易          ,[b64]5biMKOikmuW4jCk=[/b64],转账                  ,5000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2016042521001004070213489826	,BFE50C2973184179A93488E47366F5C720160425483249605	,2016-04-25 12:00:05 ,2016-04-25 12:00:06 ,2016-04-25 12:00:06 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,吴坚              ,口碑商家交易              ,19.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20160425200040011100220051600650	,20160425458554624976494242449697	,2016-04-25 10:36:56 ,2016-04-25 10:37:02 ,2016-04-25 10:37:02 ,支付宝网站     ,即时到账交易          ,[b64]WmVybw==[/b64],转账                  ,6.00    ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
20160425200040011100070053517479	,20160425698399730148890258255454	,2016-04-25 10:32:59 ,2016-04-25 10:33:02 ,2016-04-25 10:33:02 ,支付宝网站     ,即时到账交易          ,[b64]WmVybyjoooHmlrAp[/b64],转账                  ,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20160425200040011100070053490247	,20160425647102790238059518471307	,2016-04-25 10:30:49 ,2016-04-25 10:30:53 ,2016-04-25 10:30:53 ,支付宝网站     ,即时到账交易          ,[b64]WmVybyjoooHmlrAp[/b64],转账                  ,153.00  ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20160425200040011100220051577245	,20160425870266287059757760966676	,2016-04-25 09:45:32 ,2016-04-25 09:45:37 ,2016-04-25 09:45:37 ,支付宝网站     ,即时到账交易          ,[b64]WmVybw==[/b64],转账                  ,9000.00 ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
20160424200040011100070052974311	,20160424040514017103180714433299	,2016-04-24 09:45:01 ,2016-04-24 09:45:07 ,2016-04-24 09:45:07 ,支付宝网站     ,即时到账交易          ,[b64]WmVybyjoooHmlrAp[/b64],转账                  ,9000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20160419200040011100050050090296	,20160419002136758734685062274884	,2016-04-19 07:34:58 ,2016-04-19 07:35:06 ,2016-04-19 07:35:06 ,支付宝网站     ,即时到账交易          ,[b64]5aSP5aeQ[/b64],转账                  ,3000.00 ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
20160418200040011100070050134158	,20160418164426409639859595699075	,2016-04-18 21:42:03 ,2016-04-18 21:42:07 ,2016-04-18 21:42:07 ,支付宝网站     ,即时到账交易          ,[b64]5L+eKOmHkeS/nik=[/b64],转账                  ,70.00   ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20160418200040011100070050047078	,                    	,2016-04-18 19:24:02 ,2016-04-18 19:24:07 ,2016-04-18 19:27:22 ,支付宝网站     ,即时到账交易          ,褚魁              ,转账到银行卡-转账           ,3086.17 ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20160416200040011100070048795159	,20160416201430126190624580679061	,2016-04-16 12:55:32 ,2016-04-16 12:55:35 ,2016-04-16 12:55:35 ,支付宝网站     ,即时到账交易          ,[b64]5L+eKCrkv54p[/b64],转账                  ,50.00   ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20160416200040011100070048687961	,                    	,2016-04-16 10:46:01 ,2016-04-16 10:46:04 ,2016-04-16 10:47:26 ,支付宝网站     ,即时到账交易          ,程兵              ,转账到银行卡-转账           ,1000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20160414200040011100070047882615	,                    	,2016-04-14 19:41:32 ,2016-04-14 19:41:38 ,2016-04-14 19:42:56 ,支付宝网站     ,即时到账交易          ,褚魁              ,转账到银行卡-转账           ,10000.00,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20160410200040011100070045389653	,                    	,2016-04-10 16:26:23 ,2016-04-10 16:26:25 ,2016-04-10 16:26:23 ,支付宝网站     ,即时到账交易          ,中国银行            ,充值-普通充值             ,10000.00,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2016041009020848070009021972	,                    	,2016-04-10 14:04:29 ,2016-04-10 14:04:29 ,2016-04-10 14:04:29 ,支付宝网站     ,即时到账交易          ,蚂蚁花呗            ,自动还款-花呗2016年04月账单   ,201.78  ,        ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20160409200040011100070044613043	,                    	,2016-04-09 09:46:49 ,2016-04-09 09:46:50 ,2016-04-09 09:46:49 ,支付宝网站     ,即时到账交易          ,中国农业银行          ,充值-普通充值             ,250.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20160409200040011100070044654938	,                    	,2016-04-09 09:12:34 ,2016-04-09 09:12:37 ,2016-04-09 09:13:56 ,支付宝网站     ,即时到账交易          ,程兵              ,转账到银行卡-转账           ,780.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016040721001004070247526287	,M2016040708619684   	,2016-04-07 12:01:52 ,2016-04-07 12:01:53 ,2016-04-07 12:01:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,254.50  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2016040421001001070229502181	,T200P1518633364505572	,2016-04-04 16:43:54 ,2016-04-04 16:44:04 ,2016-04-15 13:37:08 ,淘宝        ,支付宝担保交易         ,恒奥数码专营店         ,Widemac鼠标垫超大可爱动漫加厚锁边游戏大号笔记本电脑CF桌垫LOL(积分代付1.26),10.24   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20160401200040011100070040283751	,                    	,2016-04-01 12:03:29 ,2016-04-01 12:03:33 ,2016-04-01 12:04:52 ,支付宝网站     ,即时到账交易          ,程兵              ,转账到银行卡-转账           ,5100.00 ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
